carat;depth;table;price;quality
1.31;61.8;57.0;8261;Ideal
1.7;59.8;61.0;8263;Premium
1.72;64.6;58.0;8264;Fair
1.01;63.0;56.0;8265;Very Good
1.19;62.0;57.0;8265;Ideal
1.01;62.4;58.0;8265;Premium
1.2;62.8;62.0;8266;Premium
1.17;61.0;53.0;8266;Ideal
1.4;61.8;54.0;8268;Very Good
1.04;62.5;55.0;8268;Ideal
1.53;59.3;60.0;8270;Very Good
1.39;61.6;53.0;8271;Ideal
1.51;61.5;59.0;8271;Good
1.54;61.9;57.0;8275;Ideal
1.41;61.6;56.0;8275;Ideal
1.2;61.6;57.0;8275;Ideal
1.5;63.3;57.0;8276;Good
1.12;62.0;55.0;8279;Ideal
1.01;62.6;55.0;8279;Ideal
1.2;62.0;59.0;8279;Premium
1.1;61.7;57.0;8279;Ideal
1.52;63.0;61.0;8280;Good
1.25;58.2;61.0;8281;Premium
1.09;62.5;56.0;8282;Ideal
1.7;63.6;59.0;8282;Good
1.51;61.6;56.0;8283;Ideal
1.51;61.6;56.0;8283;Ideal
1.41;62.6;59.0;8283;Very Good
1.03;61.7;56.0;8284;Ideal
1.06;61.1;57.0;8285;Ideal
0.4;61.3;56.0;622;Ideal
0.4;58.7;59.0;622;Very Good
0.33;61.5;59.4;623;Very Good
0.27;62.1;57.0;623;Ideal
0.27;60.7;59.0;623;Premium
0.32;58.9;63.0;624;Very Good
0.32;61.5;59.7;624;Very Good
0.3;61.8;56.0;624;Ideal
0.3;63.1;55.0;624;Ideal
0.3;62.0;56.0;624;Ideal
0.3;62.2;55.0;624;Ideal
0.3;60.9;57.0;624;Ideal
0.3;61.8;57.0;624;Ideal
0.3;62.4;57.0;624;Ideal
0.3;60.6;57.0;624;Ideal
0.4;62.3;55.0;624;Ideal
0.25;61.7;56.0;624;Ideal
0.36;63.1;57.0;624;Very Good
0.36;60.4;60.0;624;Premium
0.37;62.6;57.0;624;Ideal
0.37;62.4;55.0;624;Ideal
0.37;63.4;57.0;624;Very Good
0.37;63.3;55.0;624;Very Good
0.37;60.2;60.0;624;Premium
0.37;60.7;57.0;624;Premium
0.33;58.8;62.0;624;Premium
0.32;62.0;60.0;624;Premium
0.28;63.7;60.0;625;Good
0.42;58.6;58.0;625;Very Good
0.41;61.4;54.0;625;Ideal
1.21;62.8;55.0;8286;Ideal
1.01;60.0;58.0;8286;Premium
1.51;61.8;66.0;8287;Fair
1.51;64.6;58.0;8287;Fair
1.51;61.9;57.0;8287;Ideal
1.61;61.9;57.0;8288;Very Good
1.53;61.9;58.0;8289;Ideal
1.5;62.2;58.0;8291;Very Good
1.5;63.1;59.0;8291;Very Good
1.5;62.7;57.0;8291;Ideal
1.23;59.6;60.0;8293;Premium
1.21;60.3;60.0;8294;Premium
1.21;62.2;58.0;8294;Premium
1.21;61.5;56.0;8294;Ideal
1.09;61.2;57.0;8295;Ideal
1.09;60.4;58.0;8296;Ideal
1.24;62.0;55.0;8298;Very Good
1.51;61.3;61.0;8298;Ideal
1.24;62.2;56.0;8298;Ideal
1.52;61.2;60.0;8299;Premium
1.52;61.0;56.0;8299;Ideal
1.24;61.6;56.0;8299;Ideal
1.24;62.1;56.0;8299;Ideal
1.52;60.9;57.0;8299;Premium
1.54;62.3;56.0;8301;Very Good
1.55;62.4;57.0;8301;Ideal
1.02;62.2;54.0;8303;Ideal
1.21;59.5;58.0;8305;Premium
1.09;60.3;57.0;8305;Ideal
1.02;62.5;57.0;8311;Ideal
1.51;61.4;56.0;8311;Premium
1.27;62.5;58.0;8312;Very Good
1.51;63.7;58.0;8313;Good
1.22;61.3;56.0;8313;Ideal
1.47;61.6;60.0;8314;Premium
1.14;63.1;59.0;8315;Very Good
1.5;61.9;60.0;8316;Good
1.5;60.7;58.0;8316;Premium
1.5;62.7;59.0;8316;Premium
1.02;62.9;54.0;8317;Very Good
1.56;59.9;59.0;8317;Very Good
1.02;61.5;57.0;8317;Ideal
1.01;61.8;59.0;8319;Premium
1.06;61.1;58.0;8319;Premium
1.2;59.9;61.0;8321;Ideal
1.08;62.1;53.0;8321;Ideal
1.72;61.7;58.0;8324;Premium
1.56;61.1;59.0;8324;Premium
1.59;62.4;55.0;8325;Ideal
1.11;61.2;58.0;8329;Premium
1.01;62.0;60.0;8330;Very Good
1.6;59.4;59.0;8333;Premium
1.5;62.5;60.0;8333;Premium
1.0;61.9;55.0;8333;Premium
1.0;62.2;55.0;8333;Premium
1.2;62.6;56.0;8334;Very Good
1.2;62.3;55.0;8334;Ideal
1.65;62.5;56.0;8334;Ideal
1.01;64.1;55.0;8339;Good
1.22;62.3;58.0;8340;Very Good
1.04;62.3;59.0;8341;Premium
1.04;59.1;56.0;8341;Ideal
1.51;61.1;59.0;8342;Ideal
1.52;62.3;59.0;8342;Premium
1.06;61.7;57.0;8344;Ideal
1.14;61.4;57.0;8346;Ideal
1.16;58.7;58.0;8346;Premium
1.02;62.6;57.0;8347;Ideal
1.08;61.6;56.0;8347;Ideal
1.5;60.7;61.0;8347;Good
1.01;59.4;59.0;8348;Very Good
1.21;62.2;57.0;8348;Ideal
1.21;61.5;56.0;8348;Ideal
1.15;58.4;59.0;8349;Very Good
1.13;61.1;59.0;8353;Premium
1.51;68.3;57.0;8355;Fair
1.64;63.2;57.0;8357;Very Good
1.13;61.9;61.0;8358;Very Good
1.06;61.7;56.0;8358;Ideal
1.0;63.4;59.0;8359;Good
1.07;62.0;60.0;8359;Premium
1.16;62.3;59.0;8361;Very Good
1.81;56.2;62.0;8362;Fair
1.22;61.8;58.0;8362;Premium
1.22;61.4;56.0;8362;Ideal
1.57;62.3;54.0;8363;Ideal
1.74;61.9;62.0;8364;Premium
1.09;60.6;57.0;8364;Ideal
1.25;62.1;57.0;8365;Ideal
1.53;62.4;60.0;8365;Premium
1.71;59.0;60.0;8366;Premium
1.52;61.2;59.0;8366;Premium
1.0;61.9;57.0;8366;Ideal
1.52;58.6;62.0;8366;Premium
1.73;63.6;59.0;8370;Good
1.51;62.1;58.0;8371;Premium
1.5;62.3;56.0;8371;Ideal
1.51;60.8;56.0;8372;Very Good
1.01;61.8;59.0;8373;Very Good
1.0;60.2;62.0;8374;Good
1.03;61.3;57.0;8375;Very Good
1.22;62.7;58.0;8377;Very Good
1.6;61.9;57.0;8377;Ideal
1.6;60.5;60.0;8377;Very Good
1.2;63.6;57.0;8380;Good
1.23;62.8;56.0;8381;Premium
1.23;61.8;58.0;8381;Premium
1.75;64.1;56.0;8385;Good
1.03;60.7;57.0;8385;Ideal
1.33;59.5;57.0;8385;Ideal
1.2;63.6;58.0;8387;Good
1.51;65.8;56.0;8387;Fair
1.51;62.4;58.0;8388;Premium
1.5;63.3;56.0;8391;Very Good
1.31;62.4;56.0;8392;Ideal
1.07;62.4;54.0;8393;Ideal
1.12;62.5;54.0;8394;Ideal
1.51;61.2;60.0;8396;Ideal
1.51;59.4;61.0;8396;Ideal
1.7;60.2;61.0;8397;Premium
1.03;62.0;56.0;8398;Ideal
1.5;60.0;60.0;8400;Premium
1.51;62.7;57.0;8400;Ideal
1.11;61.6;56.0;8400;Ideal
1.0;61.2;60.0;8400;Premium
1.25;62.6;56.0;8400;Ideal
1.01;61.6;58.0;8401;Very Good
1.02;62.1;57.0;8401;Ideal
1.02;61.6;57.0;8401;Ideal
1.02;62.7;57.0;8401;Ideal
1.21;62.8;59.0;8402;Premium
1.21;62.9;54.0;8403;Very Good
1.01;60.4;60.0;8403;Very Good
1.13;62.0;54.0;8404;Ideal
1.23;62.5;58.0;8405;Very Good
1.08;61.4;55.0;8405;Ideal
1.12;60.9;57.0;8408;Very Good
1.52;62.8;58.0;8408;Very Good
2.04;59.3;61.0;8408;Premium
1.5;63.1;54.0;8408;Very Good
1.54;59.9;60.0;8408;Premium
1.18;62.7;54.7;8411;Very Good
1.22;61.9;54.0;8411;Ideal
1.06;62.1;57.0;8413;Ideal
1.2;62.8;54.0;8414;Ideal
1.18;61.3;56.0;8414;Ideal
1.01;63.9;58.0;8415;Good
1.5;62.3;62.0;8415;Very Good
1.06;61.2;57.0;8415;Very Good
1.04;61.6;56.0;8415;Ideal
1.19;62.0;57.0;8415;Ideal
1.3;61.6;55.0;8416;Ideal
1.01;62.4;58.0;8416;Premium
1.22;59.8;59.0;8417;Premium
1.6;62.8;55.0;8418;Ideal
1.57;61.1;61.0;8419;Very Good
2.68;58.6;60.0;8419;Premium
1.4;61.8;54.0;8419;Premium
1.46;62.3;55.0;8421;Ideal
1.09;60.6;57.0;8422;Ideal
1.37;60.9;59.0;8424;Premium
1.44;62.6;59.0;8426;Premium
1.52;62.2;59.0;8426;Premium
1.52;58.3;62.0;8427;Premium
1.5;63.3;57.0;8427;Very Good
1.31;61.5;56.0;8429;Ideal
1.31;61.5;55.0;8429;Ideal
1.13;61.4;58.0;8430;Ideal
1.12;57.9;57.0;8430;Good
1.12;62.0;55.0;8430;Ideal
1.23;61.3;57.0;8431;Ideal
1.5;62.3;60.0;8431;Very Good
1.5;62.3;59.0;8431;Premium
1.23;62.0;59.0;8431;Premium
1.2;61.1;59.0;8436;Very Good
1.2;62.3;56.0;8436;Ideal
1.03;60.5;60.0;8437;Very Good
1.24;61.3;55.0;8438;Very Good
1.59;63.8;56.0;8441;Good
1.2;63.4;56.0;8442;Good
1.2;60.2;60.0;8442;Premium
1.2;62.3;56.0;8442;Ideal
1.2;60.2;60.0;8442;Very Good
1.2;62.8;59.0;8442;Good
2.25;60.6;63.0;8442;Very Good
1.51;60.2;59.0;8444;Very Good
1.02;61.5;60.0;8445;Premium
1.21;62.2;58.0;8446;Premium
1.0;59.9;60.0;8448;Premium
1.24;62.0;55.0;8449;Premium
1.24;61.1;57.0;8449;Ideal
1.05;61.0;56.0;8451;Ideal
1.06;62.3;55.0;8451;Ideal
1.21;61.2;57.0;8452;Ideal
1.2;62.9;55.0;8454;Very Good
1.03;62.4;57.0;8454;Ideal
1.09;59.5;61.0;8454;Premium
1.53;62.1;61.0;8455;Very Good
1.65;58.7;56.0;8455;Ideal
1.21;59.5;58.0;8456;Premium
1.21;62.7;58.0;8456;Premium
1.24;60.4;57.0;8457;Ideal
1.8;61.8;59.0;8457;Premium
1.28;61.4;58.0;8458;Premium
1.51;63.2;60.0;8462;Very Good
1.27;62.5;58.0;8463;Premium
1.51;63.7;58.0;8464;Good
1.23;61.8;57.0;8465;Ideal
1.4;62.0;58.0;8467;Premium
1.5;64.1;55.0;8467;Good
1.0;63.2;56.0;8467;Very Good
2.5;59.9;60.0;8467;Premium
1.03;61.7;59.0;8469;Premium
1.56;60.2;61.0;8470;Very Good
1.01;61.8;59.0;8470;Premium
1.5;62.4;58.0;8471;Ideal
1.5;60.7;58.0;8475;Very Good
1.56;61.1;59.0;8476;Premium
1.39;62.1;58.0;8476;Premium
1.52;61.9;58.0;8477;Premium
1.54;62.7;56.0;8479;Ideal
1.34;58.2;60.0;8480;Premium
1.08;61.9;58.0;8481;Ideal
1.03;61.2;57.0;8483;Ideal
1.22;59.9;56.0;8485;Ideal
1.02;62.6;56.0;8485;Ideal
1.23;62.9;58.0;8486;Premium
1.2;62.3;55.0;8486;Ideal
1.2;62.6;56.0;8486;Ideal
1.66;60.7;58.0;8487;Premium
1.06;61.6;57.0;8488;Ideal
1.02;61.8;59.0;8489;Premium
1.24;62.3;54.0;8489;Ideal
1.5;62.3;60.0;8490;Premium
1.2;63.2;56.0;8491;Very Good
1.07;61.8;55.0;8491;Ideal
2.34;61.5;60.0;8491;Premium
1.5;64.5;58.0;8492;Good
1.66;64.4;54.0;8496;Good
1.55;61.4;55.0;8498;Ideal
1.25;61.1;55.0;8498;Ideal
1.53;62.5;59.0;8499;Premium
1.53;61.9;57.0;8499;Ideal
1.15;58.4;59.0;8501;Premium
1.32;61.0;56.0;8501;Ideal
1.21;61.0;58.0;8504;Premium
1.24;62.1;56.0;8504;Ideal
1.21;61.6;58.0;8505;Very Good
1.7;60.5;57.0;8505;Ideal
1.11;60.8;56.0;8508;Ideal
1.23;61.6;57.0;8509;Ideal
1.4;62.5;58.0;8511;Premium
1.52;62.2;58.0;8512;Premium
1.08;60.5;58.0;8513;Very Good
1.59;60.1;60.0;8515;Very Good
1.59;60.7;59.0;8515;Very Good
1.56;62.1;58.0;8517;Ideal
1.5;62.4;61.0;8517;Good
1.56;61.2;56.0;8518;Ideal
1.5;63.3;57.0;8518;Very Good
1.5;63.8;58.0;8518;Good
1.5;58.9;60.0;8518;Premium
1.16;62.1;58.0;8520;Very Good
1.52;61.2;60.0;8521;Premium
1.2;62.4;60.0;8521;Good
1.23;61.3;57.0;8523;Ideal
1.51;62.1;58.0;8524;Premium
1.51;61.2;63.0;8524;Very Good
1.51;61.8;61.0;8524;Premium
1.51;61.9;56.0;8524;Ideal
1.01;61.9;56.0;8525;Very Good
1.59;62.9;58.1;8526;Very Good
1.03;61.3;57.0;8527;Premium
1.11;60.7;55.0;8528;Very Good
1.01;66.1;55.0;8529;Fair
1.42;62.0;56.0;8529;Ideal
1.53;61.3;57.0;8529;Ideal
1.6;60.5;60.0;8530;Premium
1.29;61.9;58.0;8530;Premium
1.6;61.9;57.0;8530;Ideal
1.01;61.0;57.0;8532;Ideal
1.01;61.8;55.0;8532;Very Good
1.01;62.0;58.0;8532;Premium
1.01;61.8;56.0;8532;Ideal
1.04;60.5;59.0;8532;Premium
1.22;59.9;61.0;8533;Good
1.54;62.0;58.0;8537;Very Good
1.05;61.3;59.0;8537;Very Good
1.57;62.0;58.0;8538;Very Good
1.5;62.8;57.0;8538;Very Good
1.71;62.6;57.0;8540;Premium
1.23;61.5;57.0;8541;Ideal
1.51;63.5;55.0;8541;Very Good
1.27;60.9;57.0;8543;Ideal
1.35;62.3;58.0;8543;Premium
1.2;62.4;57.0;8545;Ideal
1.2;62.0;57.0;8545;Ideal
1.02;62.6;56.0;8545;Ideal
1.05;60.1;57.0;8546;Ideal
1.55;60.4;57.0;8548;Ideal
0.3;61.3;61.0;421;Very Good
0.32;63.4;55.0;421;Good
0.32;61.6;59.0;421;Premium
0.32;59.9;61.0;421;Very Good
0.32;61.1;59.0;421;Premium
0.3;62.9;58.0;421;Very Good
0.3;60.8;61.0;421;Very Good
0.3;63.4;57.0;421;Good
0.32;61.0;59.0;421;Premium
0.3;63.9;55.0;421;Good
0.3;63.5;55.0;421;Good
0.32;61.6;61.0;421;Very Good
0.32;62.5;57.0;421;Ideal
0.32;62.3;58.0;421;Very Good
0.32;62.4;59.0;421;Very Good
0.32;63.8;55.0;421;Good
0.32;59.7;59.0;421;Premium
0.3;61.9;58.0;421;Very Good
0.3;61.2;62.0;421;Very Good
0.32;60.6;59.0;421;Very Good
0.3;62.9;56.0;421;Very Good
0.32;63.0;56.0;421;Very Good
0.3;59.5;62.0;421;Very Good
0.32;62.7;58.0;421;Premium
0.3;61.6;61.0;421;Very Good
0.3;62.9;57.0;421;Very Good
0.3;62.6;56.0;421;Ideal
0.3;61.7;61.0;421;Very Good
0.3;63.4;58.0;421;Good
0.3;59.3;59.0;421;Premium
0.42;62.0;54.0;625;Ideal
0.42;61.4;56.0;625;Ideal
0.42;62.0;54.0;625;Ideal
0.4;62.6;55.0;625;Ideal
0.41;61.8;54.0;625;Ideal
0.4;62.0;55.0;625;Ideal
0.28;62.0;56.0;625;Ideal
0.28;61.4;56.0;625;Ideal
0.28;62.4;57.0;625;Ideal
0.35;62.4;57.0;625;Ideal
0.31;61.2;60.0;625;Premium
0.31;62.9;58.0;625;Very Good
0.31;61.2;58.0;625;Premium
0.31;62.3;55.0;625;Ideal
0.31;62.6;56.0;625;Ideal
0.31;61.4;62.0;625;Very Good
0.31;62.9;59.0;625;Very Good
0.31;62.1;55.0;625;Ideal
0.31;63.2;57.0;625;Good
0.31;62.2;57.0;625;Ideal
0.31;62.9;58.0;625;Very Good
0.31;63.0;57.0;625;Very Good
0.31;60.8;60.0;625;Premium
0.31;62.1;53.0;625;Ideal
0.31;62.6;55.0;625;Ideal
0.31;60.8;56.0;625;Ideal
0.31;63.8;57.0;625;Good
0.31;61.1;56.0;625;Ideal
0.31;62.3;57.0;625;Ideal
0.31;62.1;55.0;625;Ideal
1.27;60.3;59.0;8549;Very Good
1.27;61.0;60.0;8549;Premium
1.51;62.6;63.0;8550;Very Good
1.51;64.1;61.0;8550;Good
1.45;60.6;60.0;8550;Premium
1.01;61.7;56.0;8552;Ideal
1.0;60.0;62.0;8553;Very Good
1.0;62.9;55.0;8555;Very Good
1.5;59.4;60.0;8555;Ideal
1.5;63.3;62.0;8555;Good
1.18;61.9;56.0;8556;Ideal
1.21;62.9;54.0;8557;Ideal
1.33;59.3;57.0;8558;Ideal
1.13;62.9;58.0;8561;Very Good
1.12;60.9;57.0;8561;Premium
1.37;62.5;59.0;8562;Premium
1.2;61.8;61.0;8563;Good
1.12;62.6;59.0;8564;Very Good
1.18;62.7;55.0;8564;Ideal
1.52;61.2;58.0;8566;Premium
1.06;62.1;57.0;8567;Ideal
1.5;62.3;62.0;8568;Premium
1.01;63.9;58.0;8569;Good
1.57;61.1;61.0;8572;Premium
1.41;62.1;59.0;8572;Premium
1.51;58.6;62.0;8574;Premium
1.26;61.5;59.0;8574;Ideal
1.51;63.2;55.0;8574;Very Good
1.51;62.8;54.0;8574;Ideal
1.25;63.5;60.0;8575;Very Good
1.22;62.3;57.0;8575;Very Good
1.22;62.0;58.0;8576;Premium
1.9;67.1;64.0;8576;Fair
1.2;61.0;59.0;8577;Very Good
1.37;60.9;59.0;8577;Premium
1.01;59.3;60.0;8579;Premium
1.5;60.7;61.0;8580;Very Good
1.5;64.0;60.0;8580;Good
1.5;61.4;56.0;8580;Ideal
1.5;62.0;57.0;8580;Ideal
1.5;61.8;58.0;8580;Premium
1.5;58.5;62.0;8580;Very Good
1.25;62.7;56.0;8580;Very Good
1.52;62.2;59.0;8580;Premium
1.2;62.3;58.0;8580;Premium
1.51;62.7;60.0;8581;Very Good
1.29;62.5;57.0;8582;Ideal
1.31;61.5;55.0;8583;Ideal
1.31;61.5;56.0;8583;Ideal
1.22;62.2;59.0;8583;Premium
1.58;59.4;61.0;8583;Premium
1.24;61.9;54.0;8584;Ideal
1.23;61.3;57.0;8585;Ideal
1.64;61.3;58.0;8587;Premium
1.2;61.2;53.0;8588;Ideal
1.5;60.4;61.0;8590;Very Good
1.65;62.0;59.0;8590;Premium
1.2;62.3;56.0;8590;Ideal
1.04;62.5;55.0;8590;Ideal
1.1;60.5;55.0;8592;Very Good
1.15;62.5;53.0;8592;Ideal
1.12;62.5;56.0;8592;Ideal
1.55;62.6;59.0;8593;Premium
1.55;60.8;60.0;8593;Premium
1.57;61.3;59.0;8595;Premium
1.2;61.4;60.0;8596;Premium
1.22;61.3;56.0;8596;Ideal
1.2;62.4;57.0;8596;Ideal
1.2;62.3;56.0;8596;Ideal
1.2;60.2;60.0;8596;Premium
1.2;63.4;56.0;8596;Very Good
1.29;62.7;55.0;8597;Premium
1.51;60.2;59.0;8598;Premium
1.43;62.8;57.0;8599;Ideal
1.2;62.2;59.0;8602;Premium
1.2;62.4;58.0;8602;Premium
1.0;59.9;60.0;8602;Premium
1.0;61.3;55.0;8602;Premium
1.2;62.8;58.0;8602;Premium
1.5;61.8;60.0;8603;Premium
1.52;62.3;58.0;8608;Ideal
1.03;62.4;57.0;8608;Ideal
1.22;62.5;57.0;8608;Ideal
1.65;62.2;54.0;8610;Ideal
1.04;62.1;56.0;8610;Premium
1.31;61.8;55.0;8611;Ideal
1.03;61.8;56.0;8612;Ideal
1.5;62.8;55.0;8614;Ideal
1.21;62.7;58.0;8616;Premium
1.21;62.6;56.0;8616;Ideal
1.02;60.9;59.0;8616;Premium
1.31;62.5;56.0;8617;Ideal
1.06;61.1;57.0;8619;Ideal
1.58;62.4;57.0;8620;Very Good
1.52;62.0;60.0;8620;Ideal
1.01;62.8;57.0;8621;Very Good
1.5;62.9;58.0;8622;Very Good
1.05;60.1;57.0;8623;Ideal
1.03;61.7;59.0;8623;Premium
1.4;60.5;60.0;8624;Premium
1.02;62.3;59.0;8624;Very Good
1.4;63.8;60.0;8624;Good
1.06;60.1;57.0;8626;Ideal
1.02;59.4;59.0;8627;Very Good
1.5;65.5;58.0;8627;Fair
1.29;60.8;58.0;8629;Very Good
1.21;62.2;54.9;8629;Ideal
1.03;61.9;57.0;8629;Ideal
1.03;62.8;58.0;8629;Premium
1.72;63.4;57.0;8630;Very Good
1.6;60.8;58.0;8630;Premium
1.51;58.7;61.0;8630;Premium
1.52;62.8;58.0;8631;Premium
1.52;61.9;58.0;8631;Premium
1.39;62.1;58.0;8631;Premium
1.52;62.7;56.0;8631;Ideal
1.22;62.2;58.0;8633;Very Good
1.12;62.1;57.0;8633;Premium
1.51;60.5;54.6;8637;Very Good
1.51;62.2;60.0;8637;Very Good
1.51;62.8;56.0;8637;Very Good
1.04;62.2;55.0;8637;Ideal
1.51;62.7;61.0;8637;Very Good
1.51;60.8;57.0;8637;Ideal
1.51;62.6;60.0;8637;Very Good
1.02;62.0;57.0;8637;Ideal
1.53;61.9;58.0;8637;Ideal
1.0;61.0;62.0;8638;Very Good
1.17;61.8;57.0;8639;Ideal
2.02;63.0;58.0;8640;Premium
1.07;61.7;57.0;8640;Ideal
1.57;62.0;56.0;8643;Ideal
1.02;61.8;59.0;8643;Premium
1.06;61.6;57.0;8643;Ideal
1.35;63.1;56.0;8644;Very Good
1.55;62.0;62.0;8644;Very Good
1.28;61.2;55.0;8645;Very Good
1.05;62.2;56.0;8645;Ideal
1.05;62.5;55.0;8645;Ideal
1.05;61.9;57.0;8645;Ideal
1.03;62.6;57.0;8645;Ideal
1.5;62.3;60.0;8645;Premium
1.16;62.0;56.0;8646;Ideal
1.01;60.3;62.0;8647;Good
1.01;61.1;56.0;8647;Ideal
1.17;62.2;56.0;8648;Ideal
1.5;61.9;58.0;8649;Premium
1.09;62.9;57.0;8650;Very Good
1.27;61.4;56.0;8652;Ideal
1.54;61.1;59.0;8652;Premium
1.74;61.6;59.0;8653;Premium
1.41;61.2;60.0;8654;Premium
1.43;61.7;59.0;8654;Very Good
1.53;63.1;59.0;8654;Very Good
1.04;60.7;58.0;8655;Very Good
1.54;62.2;58.0;8656;Very Good
1.02;61.2;56.0;8658;Ideal
1.02;62.0;56.0;8658;Ideal
1.21;61.6;58.0;8660;Premium
1.5;61.3;59.0;8662;Very Good
1.5;58.4;61.0;8662;Very Good
1.5;63.0;57.0;8662;Very Good
1.01;61.6;54.0;8662;Ideal
1.47;62.9;58.0;8663;Very Good
1.7;58.6;59.0;8663;Premium
1.6;64.7;58.0;8666;Fair
1.01;57.7;62.0;8668;Very Good
1.5;61.6;58.0;8669;Premium
1.2;61.9;53.0;8669;Ideal
1.2;61.8;59.0;8669;Premium
1.37;62.9;58.0;8669;Premium
1.24;61.3;57.0;8672;Good
1.13;61.1;56.0;8674;Ideal
1.08;61.6;57.0;8674;Ideal
1.52;62.1;66.0;8674;Fair
1.26;62.8;58.0;8676;Premium
1.51;61.8;59.0;8678;Ideal
1.55;62.1;57.0;8678;Ideal
1.23;61.3;57.0;8679;Ideal
1.73;59.8;58.0;8680;Premium
1.51;65.0;59.0;8681;Fair
1.59;62.9;58.0;8681;Ideal
1.46;62.0;55.0;8683;Premium
1.29;58.7;58.0;8684;Very Good
1.5;62.1;55.0;8685;Ideal
1.41;62.0;58.0;8686;Premium
1.52;62.8;54.3;8687;Ideal
1.2;62.6;54.3;8687;Ideal
1.72;62.0;57.0;8688;Ideal
1.01;62.0;58.0;8688;Premium
1.01;61.0;57.0;8688;Ideal
1.53;58.7;59.0;8688;Premium
1.01;61.8;55.0;8688;Premium
1.01;61.8;56.0;8688;Ideal
1.19;61.8;59.0;8689;Very Good
1.71;62.9;58.0;8690;Very Good
1.71;61.7;59.0;8690;Premium
1.74;59.7;57.0;8690;Premium
1.21;62.4;59.0;8691;Ideal
1.24;61.9;55.0;8693;Ideal
1.05;61.3;59.0;8693;Premium
1.2;61.6;60.0;8693;Premium
1.52;60.5;60.0;8694;Premium
1.11;62.1;53.0;8698;Ideal
1.2;62.4;57.1;8698;Ideal
1.21;61.1;58.0;8699;Ideal
1.03;61.6;56.0;8701;Ideal
1.12;62.1;54.8;8701;Ideal
1.2;62.4;57.0;8701;Ideal
1.2;62.0;57.0;8701;Ideal
1.5;63.1;63.0;8702;Very Good
1.5;57.8;60.0;8702;Good
1.05;59.5;61.0;8702;Premium
1.52;62.6;60.0;8703;Very Good
1.73;65.6;55.0;8703;Good
1.27;61.0;60.0;8705;Premium
1.27;62.8;54.0;8705;Ideal
1.51;62.6;63.0;8706;Very Good
1.51;64.1;61.0;8706;Good
1.01;63.4;55.0;8706;Very Good
1.07;61.5;56.0;8707;Ideal
0.91;62.0;54.0;8707;Ideal
1.13;59.3;59.0;8709;Premium
2.16;62.2;56.0;8709;Ideal
1.6;61.2;57.0;8709;Ideal
1.51;62.1;57.0;8710;Ideal
1.21;60.1;55.0;8711;Very Good
2.5;65.1;59.0;8711;Fair
1.2;62.4;56.0;8712;Very Good
1.5;61.5;60.0;8712;Very Good
1.33;59.3;57.0;8714;Ideal
1.71;64.9;57.0;8714;Fair
1.01;65.4;57.0;8716;Fair
1.64;62.4;58.0;8716;Premium
1.36;61.9;58.0;8718;Premium
1.24;61.0;57.0;8719;Ideal
1.51;62.9;57.0;8720;Good
1.12;62.6;59.0;8721;Premium
1.04;59.2;58.0;8722;Premium
1.1;60.4;57.0;8724;Very Good
1.06;61.4;57.0;8726;Ideal
1.06;60.3;57.0;8726;Ideal
1.24;61.8;55.0;8726;Ideal
1.32;62.4;57.0;8728;Ideal
1.09;61.7;57.0;8730;Ideal
1.74;60.1;64.0;8731;Good
1.22;62.3;57.0;8731;Premium
1.5;65.4;59.0;8732;Good
1.22;62.6;56.0;8733;Ideal
1.22;62.0;58.0;8733;Premium
1.51;59.7;59.0;8735;Very Good
1.5;64.3;55.0;8736;Good
1.5;63.3;57.0;8736;Good
1.5;63.8;59.0;8736;Good
1.5;61.2;61.0;8736;Premium
1.5;62.0;62.0;8736;Premium
1.5;63.4;61.0;8736;Very Good
1.5;62.3;55.0;8736;Ideal
1.0;62.6;58.0;8736;Premium
1.5;58.5;62.0;8736;Premium
1.5;64.0;60.0;8736;Good
1.5;64.2;59.0;8736;Ideal
1.5;64.3;57.0;8736;Good
1.5;62.0;57.0;8736;Ideal
1.5;60.7;61.0;8736;Premium
1.5;61.4;56.0;8736;Ideal
1.25;60.0;61.0;8736;Premium
2.0;69.1;56.0;8736;Fair
1.52;60.2;60.0;8737;Premium
1.22;62.2;59.0;8739;Premium
1.53;59.9;58.0;8739;Premium
1.45;60.5;60.0;8740;Premium
1.21;63.6;56.0;8741;Good
1.03;61.5;57.0;8742;Ideal
1.51;61.5;61.0;8742;Good
1.15;62.1;55.0;8743;Ideal
1.14;62.3;55.0;8743;Ideal
1.7;60.7;59.0;8743;Ideal
1.64;61.3;58.0;8743;Premium
1.02;60.3;58.0;8745;Very Good
1.35;60.5;60.0;8747;Premium
1.04;62.4;58.0;8748;Very Good
1.55;62.6;59.0;8749;Premium
1.5;64.2;56.0;8749;Good
1.0;63.5;55.0;8750;Good
1.01;63.3;58.0;8752;Good
1.51;61.2;58.0;8752;Ideal
1.51;62.4;59.0;8752;Ideal
1.51;61.5;58.0;8752;Premium
1.57;61.3;59.0;8752;Premium
1.57;61.7;55.0;8752;Ideal
1.09;61.8;56.0;8753;Ideal
1.51;63.0;59.0;8758;Very Good
1.7;60.9;57.0;8758;Ideal
1.41;59.5;59.0;8758;Premium
1.23;61.3;58.0;8759;Premium
1.28;61.7;55.0;8759;Ideal
1.21;62.7;54.0;8759;Ideal
1.5;61.8;60.0;8760;Premium
1.56;62.5;56.0;8763;Ideal
0.31;59.6;61.0;625;Very Good
